node idx,paper id,title
258,2292233400,Fetishizing Food in Digital Age: #foodporn Around the World
259,2292983454,Satisfiability for two-variable logic with two successor relations on finite linear orders
260,2295360187,Learning Over Long Time Lags
261,2295748565,
262,2296412986,
263,2309645005,
264,2324768677,
265,2333200408,
266,2336798767,
267,2336902217,
268,2339293227,
269,2339690594,On the Combinatorial Complexity of Approximating Polytopes
270,2340411850,
271,2340518101,On Multi-Point Local Decoding of Reed-Muller Codes
272,2342601131,Faster R-CNN Features for Instance Search
273,2344349469,
274,2344391187,Kernelized Covariance for Action Recognition
275,2345456657,
276,2345495628,
277,2346786930,
278,2356394976,
279,2396289155,
280,2398498549,
281,2402158869,
282,2404467351,
283,2404691361,
284,2405163796,Secure Friend Discovery via Privacy-Preserving and Decentralized Community Detection
285,2407537099,
286,2408074187,Residual Networks are Exponential Ensembles of Relatively Shallow Networks.
287,2408337087,I Accidentally the Whole Internet
288,2408511749,
289,2408795146,Spontaneous subtle expression detection and recognition based on facial strain
290,2410872382,DialPort: Connecting the Spoken Dialog Research Community to Real User Data
291,2410943269,Low Complexity Antenna Selection for Low Target Rate Users in Dense Cloud Radio Access Networks
292,2411326260,
293,2412257014,Computing backup forwarding rules in Software-Defined Networks.
294,2413522668,
295,2416903034,
296,2417853429,
297,2418863753,
298,2431266723,
299,2435229718,
300,2443333194,
301,2460547098,
302,2462262952,
303,2462831000,Bridging Nonlinearities and Stochastic Regularizers with Gaussian Error Linear Units
304,2463545666,There is Something Beyond the Twitter Network
305,2463731291,"Show me the cup": Reference with Continuous Representations
306,2465128116,A note on some inequalities used in channel polarization and polar coding
307,2466365654,Energy-Efficient Routing in Wireless Networks in the Presence of Jamming
308,2466463215,Improved Lower Bounds for Online Hypercube Packing
309,2470804058,
310,2471451742,Person Identification Based on Hand Tremor Characteristics.
311,2476291847,
312,2477904218,A Non-Parametric Learning Approach to Identify Online Human Trafficking
313,2482193752,
314,2485579787,
315,2494463181,A Linear Kernel for Finding Square Roots of Almost Planar Graphs
316,2505385900,On Hybrid Pilot for Channel Estimation in Massive MIMO Uplink
317,2509446789,
318,2510207728,Indexing and querying color sets of images
319,2511093380,
320,2514222156,Testing $k$-Monotonicity
321,2514795163,Recurrent Regression for Face Recognition
322,2515043645,Identifying Dogmatism in Social Media: Signals and Models
323,2516389973,A Non-stochastic Learning Approach to Energy Efficient Mobility Management
324,2520305843,Pilot Contamination Attack Detection by Key-Confirmation in Secure MIMO Systems
325,2521305694,Relief R-CNN: Utilizing Convolutional Feature Interrelationship for Fast Object Detection Deployment
326,2522790424,Detection of Biasing Attacks on Distributed Estimation Networks
327,2523612053,PSI (Ψ): a Private data Sharing Interface.
328,2524377659,The north---south divide in the Italian higher education system
329,2524638710,Fusing Similarity Models with Markov Chains for Sparse Sequential Recommendation
330,2525951180,CNNdroid: GPU-Accelerated Execution of Trained Deep Convolutional Neural Networks on Android
331,2527255948,AP16-OL7: A Multilingual Database for Oriental Languages and A Language Recognition Baseline
332,2530700328,
333,2531240553,Distributed Averaging CNN-ELM for Big Data.
334,2533229206,Topic-Based Influence Computation in Social Networks under Resource Constraints
335,2538853998,Code Definition Analysis for Call Graph Generation.
336,2541244035,Learning to Reason With Adaptive Computation
337,2542357048,Geometry of Polysemy
338,2547373914,
339,2559424230,POSEidon: Face-from-Depth for Driver Pose Estimation
340,2563605494,
341,2564814930,Tactics and Tallies: Inferring Voter Preferences in the 2016 U.S. Presidential Primaries Using Sparse Learning.
342,2574004477,Distributed Algorithm for Collision Avoidance at Road Intersections in the Presence of Communication Failures
343,2575436837,
344,2577189726,A New Backpressure Algorithm for Joint Rate Control and Routing with Vanishing Utility Optimality Gaps and Finite Queue Lengths
345,2578277702,Optimal Placement Delivery Arrays.
346,2580068393,Factored Contextual Policy Search with Bayesian Optimization
347,2581141195,
348,2582507901,Localization in mobile networks via virtual convex hulls
349,2582667927,FlexONC: Joint Cooperative Forwarding and Network Coding with Precise Encoding Conditions
350,2583019817,Neural networks based EEG-Speech Models.
351,2583317429,
352,2583379913,Distributed Infrastructure Inspection Path Planning subject to Time Constraints.
353,2585522788,
354,2587700222,SMPOST: Parts of Speech Tagger for Code-Mixed Indic Social Media Text
355,2587944871,Quantifying Search Bias: Investigating Sources of Bias for Political Searches in Social Media
356,2588356017,
357,2591735613,
358,2591857971,
359,2592546902,Communication-efficient Algorithms for Distributed Stochastic Principal Component Analysis
360,2593178238,Secure Virtual Network Embedding in a Multi-Cloud Environment.
361,2593221019,
362,2594414520,Unsupervised Domain Adaptation Using Approximate Label Matching
363,2594502924,Robust Phase Retrieval via ADMM with Outliers
364,2594757924,Belief Propagation in Conditional RBMs for Structured Prediction
365,2601670820,A consensus-based secondary control layer for stable current sharing and voltage balancing in DC microgrids
366,2604507718,SCE: A Manifold Regularized Set-Covering Method for Data Partitioning
367,2604993425,Coupling of Crop Assignment and Vehicle Routing for Harvest Planning in Agriculture
368,2605020549,Why Smart Appliances May Result in a Stupid Energy Grid
369,2605095164,
370,2605333377,
371,2605775151,Parsimonious data: How a single Facebook like predicts voting behavior in multiparty systems.
372,2605904100,Simplified Stochastic Feedforward Neural Networks.
373,2606279635,Middleware Technologies for Cloud of Things - a survey
374,2607126301,Finding robust domain from attacks: A learning framework for blind watermarking
375,2608161825,On Predicting Geolocation of Tweets using Convolutional Neural Networks
376,2608199279,A general private information retrieval scheme for MDS coded databases with colluding servers
377,2608771265,Extending word problems in deterministic finite automata.
378,2608992661,Optimal algorithms for hitting (topological) minors on graphs of bounded treewidth
379,2610416447,Query-adaptive Video Summarization via Quality-aware Relevance Estimation
380,2610850660,Data Augmentation for Low-Resource Neural Machine Translation
381,2610905707,Large-scale Feature Selection of Risk Genetic Factors for Alzheimer's Disease via Distributed Group Lasso Regression
382,2611510109,Understanding People Flow in Transportation Hubs
383,2612161657,LexiPers: An ontology based sentiment lexicon for Persian
384,2612364175,Cross-Sentence N-ary Relation Extraction with Graph LSTMs
385,2613593596,Mining Communication Data in a Music Community: A Preliminary Analysis
386,2613614176,Cross-lingual Distillation for Text Classification
387,2613807087,
388,2615344953,
389,2617308160,An effective algorithm for hyperparameter optimization of neural networks
390,2618429789,
391,2618680849,The emergence and evolution of the research fronts in HIV/AIDS research.
392,2620911965,Mobile Edge Computing Empowers Internet of Things
393,2621813772,
394,2622049782,DeepSF: deep convolutional neural network for mapping protein sequences to folds
395,2622353612,Adversarial-Playground: A Visualization Suite for Adversarial Sample Generation
396,2623604707,Securing Databases from Probabilistic Inference
397,2625030192,Persistent Flows and Non-Reciprocal Interactions in Deterministic Networks
398,2625226699,
399,2675515042,
400,2694027581,
401,2725310424,On the Role of Text Preprocessing in Neural Network Architectures: An Evaluation Study on Text Categorization and Sentiment Analysis
402,2726162513,
403,2726481478,A simple centrality index for scientific social recognition
404,2731764626,
405,2732305114,Centralized and Distributed Sparsification for Low-Complexity Message Passing Algorithm in C-RAN Architectures
406,2733117079,On Signal Reconstruction from FROG Measurements
407,2733858448,
408,2735642330,Toward Controlled Generation of Text
409,2736337741,A Pilot Study of Domain Adaptation Effect for Neural Abstractive Summarization
410,2736532986,Wireless Powered Cooperative Jamming for Secure OFDM System
411,2737126875,Digital Investigation of PDF Files: Unveiling Traces of Embedded Malware
412,2737803646,An Alon-Boppana Type Bound for Weighted Graphs and Lowerbounds for Spectral Sparsification
413,2738498529,A Knowledge-Based Analysis of the Blockchain Protocol
414,2738663878,Machine Learning for Anomaly Detection and Categorization in Multi-Cloud Environments
415,2739505911,Synthesis of Positron Emission Tomography (PET) Images via Multi-channel Generative Adversarial Networks (GANs)
416,2739512085,
417,2740603799,
418,2741859509,
419,2741995211,
420,2742909326,Structural patterns of information cascades and their implications for dynamics and semantics
421,2743758565,Nonconvex Sparse Logistic Regression With Weakly Convex Regularization
422,2744766693,Improved Speech Reconstruction from Silent Video
423,2744770518,Layouts for Plane Graphs on Constant Number of Tracks.
424,2747096658,
425,2749617271,Activation Maximization Generative Adversarial Nets
426,2749784589,
427,2749856959,An FPT algorithm for planar multicuts with sources and sinks on the outer face
428,2751688886,PassGAN: A Deep Learning Approach for Password Guessing
429,2752263152,Too Far to See? Not Really! --- Pedestrian Detection with Scale-aware Localization Policy
430,2752395459,
431,2752451318,The Descriptive Complexity of Modal $\mu$ Model-checking Games
432,2752998136,Progress-Space Tradeoffs in Single-Writer Memory Implementations
433,2754420477,One-Bit Sphere Decoding for Uplink Massive MIMO Systems with One-Bit ADCs
434,2754539945,
435,2755572239,
436,2755624925,Validity-Guided Synthesis of Reactive Systems from Assume-Guarantee Contracts
437,2755935915,E$^2$BoWs: An End-to-End Bag-of-Words Model via Deep Convolutional Neural Network.
438,2756442302,Throughput and Robustness Guaranteed Beam Tracking for mmWave Wireless Networks
439,2757192835,A New Balanced Subdivision of a Simple Polygon for Time-Space Trade-off Algorithms.
440,2757570709,Unsupervised Contact Learning for Humanoid Estimation and Control
441,2758367626,Modular Verification of Interrupt-Driven Software
442,2759504247,
443,2760218562,Replicability Analysis for Natural Language Processing: Testing Significance with Multiple Datasets
444,2760946557,
445,2761264891,
446,2761749680,4-connected planar graphs are in B 3 -EPG.
447,2761873684,Rainbow: Combining Improvements in Deep Reinforcement Learning
448,2762013948,
449,2762206424,
450,2762747762,
451,2763049606,
452,2763272531,
453,2763389080,
454,2765165237,Democratizing online controlled experiments at Booking.com
455,2765219640,
456,2765291116,Maximum Value Matters: Finding Hot Topics in Scholarly Fields
457,2765422128,
458,2765479240,
459,2765545856,
460,2766284073,
461,2766294930,
462,2766371994,
463,2766450720,Low Precision RNNs: Quantizing RNNs Without Losing Accuracy.
464,2766829334,An FPT Algorithm Beating 2-Approximation for $k$-Cut
465,2767058493,Sea Level Anomaly Prediction using Recurrent Neural Networks.
466,2767356838,
467,2767453033,Characterizing Sparse Connectivity Patterns in Neural Networks
468,2767767871,
469,2768439981,
470,2769903030,
471,2770302340,
472,2771208044,
473,2771841667,
474,2772125660,
475,2772217839,Zero-Shot Visual Recognition using Semantics-Preserving Adversarial Embedding Networks
476,2772489743,
477,2774837955,
478,2775473773,
479,2775819752,
480,2775899375,
481,2776069867,
482,2776147641,Automatic Analysis of EEGs Using Big Data and Hybrid Deep Learning Architectures
483,2776313002,
484,2777012514,Deep Neural Networks as 0-1 Mixed Integer Linear Programs: A Feasibility Study.
485,2779680023,
486,2782054271,
487,2782733358,
488,2782758897,
489,2783105744,
490,2783112387,
491,2783348085,
492,2783848564,EdgeFlow: Open-Source Multi-layer Data Flow Processing in Edge Computing for 5G and Beyond
493,2784524972,
494,2784997849,
495,2785247517,
496,2785321380,
497,2785433750,
498,2785507676,
499,2785533664,Measuring the Intrinsic Dimension of Objective Landscapes
500,2785540181,
501,2785578097,Maximum Total Correntropy Diffusion Adaptation over Networks with Noisy Links
502,2786335707,
503,2786564904,IntelliAV: Building an Effective On-Device Android Malware Detector.
504,2786634640,
505,2786802517,PPFNet: Global Context Aware Local Features for Robust 3D Point Matching
506,2787045403,
507,2787402405,OEI: Operation Execution Integrity for Embedded Devices.
508,2787579267,
509,2787642177,SocialML: machine learning for social media video creators.
510,2787928077,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data
511,2788157421,CCP: Conflicts Check Protocol for Bitcoin Block Security
512,2788362500,Classification of breast cancer histology images using transfer learning
513,2788420036,Tool Demonstration: FSolidM for Designing Secure Ethereum Smart Contracts
514,2788425869,Real-World Repetition Estimation by Div, Grad and Curl
515,2788985312,
516,2789000096,Size-based termination of higher-order rewriting
517,2789446524,
518,2789810536,
519,2789903762,
520,2790439946,
521,2790502797,
522,2791334856,
523,2792155043,
524,2792174932,
525,2792249373,Distributed Transactions: Dissecting the Nightmare
526,2792827505,Learning Spectral-Spatial-Temporal Features via a Recurrent Convolutional Neural Network for Change Detection in Multispectral Imagery
527,2793001461,
528,2793968975,
529,2794187674,
530,2794426516,
531,2794643322,
532,2794674590,
533,2794823433,Stochastic Variational Inference with Gradient Linearization
534,2794852379,PIR Array Codes with Optimal Virtual Server Rate
535,2794945088,Deep Communicating Agents for Abstractive Summarization
536,2795246565,Privacy-preserving Sensory Data Recovery
537,2795417538,Restoration of Pansharpened Images by Conditional Filtering in the PCA Domain
538,2795587979,Simple dynamic algorithms for Maximal Independent Set and other problems.
539,2795754649,Attribute-Centered Loss for Soft-Biometrics Guided Face Sketch-Photo Recognition
540,2795999188,DeepIM: Deep Iterative Matching for 6D Pose Estimation
541,2796057488,
542,2796352678,Spatially coupled turbo-like codes: a new trade-off between waterfall and error floor
543,2796440186,
544,2796902985,Adversarial Training Versus Weight Decay
545,2797197220,
546,2797480241,NetAdapt: Platform-Aware Neural Network Adaptation for Mobile Applications
547,2797569767,Peeking the Impact of Points of Interests on Didi.
548,2798487859,
549,2798683079,CrisisMMD: Multimodal Twitter Datasets from Natural Disasters
550,2798801347,
551,2798811024,
552,2798957492,
553,2799130069,
554,2799163527,
555,2799236921,
556,2799256272,
557,2799364841,Symmetric Rendezvous With Advice: How to Rendezvous in a Disk
558,2799525592,Comparing phonemes and visemes with DNN-based lipreading
559,2801059772,Advanced local motion patterns for macro and micro facial expression recognition
560,2802048525,The Wisdom of the Network: How Adaptive Networks Promote Collective Intelligence
561,2802575772,Distributed Multiple Access with Multiple Transmission Options at The Link Layer
562,2802600798,Multicast Networks Solvable over Every Finite Field
563,2803073027,Robustness of sentence length measures in written texts
564,2803113791,Scalable Methods for 8-bit Training of Neural Networks
565,2803155336,
566,2803350198,Generating High-Quality Surface Realizations Using Data Augmentation and Factored Sequence Models
567,2803974531,
568,2803999577,WisenetMD: Motion Detection Using Dynamic Background Region Analysis
569,2804069376,
570,2804227495,Improving the Gaussian Mechanism for Differential Privacy: Analytical Calibration and Optimal Denoising
571,2804410979,
572,2804513722,
573,2804581867,
574,2805459882,
575,2805566098,
576,2806022935,
577,2806253709,
578,2806327167,
579,2806387370,Large-Margin Classification in Hyperbolic Space
580,2806429264,End-to-end named entity extraction from speech.
581,2806515050,Ten Years of Research on Intelligent Educational Games for Learning Spelling and Mathematics
582,2807195518,
583,2808195542,Deep Lip Reading: a comparison of models and an online application
584,2808278571,Learning 6-DoF Grasping and Pick-Place Using Attention Focus
585,2808404826,
586,2808768547,
587,2808815309,
588,2809032952,
589,2809353777,
590,2809678767,
591,2809716546,
592,2810202096,
593,2810387969,
594,2810533955,Neuro-Symbolic Execution: The Feasibility of an Inductive Approach to Symbolic Execution.
595,2810845273,
596,2810961304,Efficient Parallel Self-Assembly Under Uniform Control Inputs
597,2811027900,
598,2811034418,Computing the metric dimension by decomposing graphs into extended biconnected components.
599,2811456079,Asymptotic Analysis of Spatial Coupling Coding for Compute-and-Forward Relaying.
600,2820951506,
601,2882892967,
602,2883004598,Optimization of Battery Energy Storage to Improve Power System Oscillation Damping
603,2884288768,
604,2884506312,Gated Fusion Network for Joint Image Deblurring and Super-Resolution
605,2885850791,
606,2886099836,Parallelization does not Accelerate Convex Optimization: Adaptivity Lower Bounds for Non-smooth Convex Minimization.
607,2886216536,
608,2886351808,Progressive Operational Perceptron with Memory
609,2886616607,
610,2886620977,Towards a New Extracting and Querying Approach of Fuzzy Summaries
611,2886748926,
612,2886818025,
613,2886881561,
614,2887199985,
615,2887256099,
616,2887420797,
617,2887806996,
618,2888515142,
619,2888639576,
620,2889642831,
621,2889678803,A Simplicial Complex Model for Dynamic Epistemic Logic to study Distributed Task Computability
622,2889681790,
623,2889762385,Machine Learning for semi linear PDEs
624,2890741595,An energy-based analysis of reduced-order models of (networked) synchronous machines
625,2890762086,XML Navigation and Transformation by Tree-Walking Automata and Transducers with Visible and Invisible Pebbles
626,2891688681,
627,2891754318,Reinforcement Learning in Topology-based Representation for Human Body Movement with Whole Arm Manipulation
628,2892009954,
629,2892085193,I Know What You Want: Semantic Learning for Text Comprehension
630,2892122909,
631,2892212780,Decentralized Search on Decentralized Web.
632,2893143132,
633,2893179710,
634,2893268956,
635,2893278801,
636,2893602300,
637,2893872548,
638,2894612187,
639,2894788161,
640,2895020057,
641,2895045024,
642,2895669808,Indirect Mechanism Design for Efficient and Stable Renewable Energy Aggregation
643,2896257562,
644,2896790514,Analyzing and Interpreting Convolutional Neural Networks in NLP
645,2896992269,
646,2897025488,
647,2897071425,
648,2897239789,
649,2897490229,
650,2897490830,
651,2898072074,
652,2898132662,
